path,module_type,cve,rank,disclosure_date
metasploit-framework/modules/exploits/android/browser/samsung_knox_smdm_url.rb,exploits,,Excellent,2014-11-12
metasploit-framework/modules/exploits/android/browser/stagefright_mp4_tx3g_64bit.rb,exploits,CVE-2015-3864,Normal,2015-08-13
metasploit-framework/modules/exploits/android/browser/webview_addjavascriptinterface.rb,exploits,CVE-2012-6636; CVE-2013-4710,Excellent,2012-12-21
metasploit-framework/modules/exploits/android/fileformat/adobe_reader_pdf_js_interface.rb,exploits,CVE-2014-0514,Good,2014-04-13
metasploit-framework/modules/exploits/android/local/binder_uaf.rb,exploits,CVE-2019-2215,Excellent,2019-09-26
metasploit-framework/modules/exploits/android/local/futex_requeue.rb,exploits,CVE-2014-3153,Excellent,2014-05-03
metasploit-framework/modules/exploits/android/local/janus.rb,exploits,CVE-2017-13156,Manual,2017-07-31
metasploit-framework/modules/exploits/android/local/put_user_vroot.rb,exploits,CVE-2013-6282,Excellent,2013-09-06
metasploit-framework/modules/exploits/android/local/su_exec.rb,exploits,,Manual,2017-08-31
metasploit-framework/modules/exploits/apple_ios/browser/safari_jit.rb,exploits,CVE-2016-4669; CVE-2018-4162,Good,2016-08-25
metasploit-framework/modules/exploits/apple_ios/browser/safari_libtiff.rb,exploits,CVE-2006-3459,Good,2006-08-01
metasploit-framework/modules/exploits/apple_ios/browser/webkit_createthis.rb,exploits,CVE-2018-4233; CVE-2017-13861,Manual,2018-03-15
metasploit-framework/modules/exploits/apple_ios/browser/webkit_trident.rb,exploits,CVE-2016-4655; CVE-2016-4656; CVE-2016-4657,Manual,2016-08-25
metasploit-framework/modules/exploits/apple_ios/email/mobilemail_libtiff.rb,exploits,CVE-2006-3459,Good,2006-08-01
metasploit-framework/modules/exploits/apple_ios/ssh/cydia_default_ssh.rb,exploits,,Excellent,2007-07-02
metasploit-framework/modules/exploits/bsd/finger/morris_fingerd_bof.rb,exploits,,Normal,1988-11-02
metasploit-framework/modules/exploits/bsdi/softcart/mercantec_softcart.rb,exploits,CVE-2004-2221,Great,2004-08-19
metasploit-framework/modules/exploits/example.rb,exploits,CVE-1978-1234,Normal,2020-12-30
metasploit-framework/modules/exploits/example_linux_persistence.rb,exploits,CVE-1978-1234,Excellent,2023-11-29
metasploit-framework/modules/exploits/example_linux_priv_esc.rb,exploits,CVE-1978-1234,Normal,2023-11-29
metasploit-framework/modules/exploits/example_webapp.rb,exploits,CVE-1978-1234,Normal,2023-12-30
metasploit-framework/modules/exploits/firefox/local/exec_shellcode.rb,exploits,,Excellent,2014-03-10
metasploit-framework/modules/exploits/freebsd/ftp/proftp_telnet_iac.rb,exploits,CVE-2010-4221,Great,2010-11-01
metasploit-framework/modules/exploits/freebsd/http/citrix_dir_traversal_rce.rb,exploits,CVE-2019-19781,Excellent,2019-12-17
metasploit-framework/modules/exploits/freebsd/http/citrix_formssso_target_rce.rb,exploits,CVE-2023-3519,Normal,2023-07-18
metasploit-framework/modules/exploits/freebsd/http/junos_phprc_auto_prepend_file.rb,exploits,CVE-2023-36845,Excellent,2023-08-17
metasploit-framework/modules/exploits/freebsd/http/watchguard_cmd_exec.rb,exploits,CVE-2015-5453,Excellent,2015-06-29
metasploit-framework/modules/exploits/freebsd/local/intel_sysret_priv_esc.rb,exploits,CVE-2012-0217,Great,2012-06-12
metasploit-framework/modules/exploits/freebsd/local/ip6_setpktopt_uaf_priv_esc.rb,exploits,CVE-2020-7457,Great,2020-07-07
metasploit-framework/modules/exploits/freebsd/local/mmap.rb,exploits,CVE-2013-2171,Great,2013-06-18
metasploit-framework/modules/exploits/freebsd/local/rtld_execl_priv_esc.rb,exploits,CVE-2009-4146; CVE-2009-4147,Excellent,2009-11-30
metasploit-framework/modules/exploits/freebsd/local/watchguard_fix_corrupt_mail.rb,exploits,,Manual,2015-06-29
metasploit-framework/modules/exploits/freebsd/misc/citrix_netscaler_soap_bof.rb,exploits,,Normal,2014-09-22
metasploit-framework/modules/exploits/freebsd/misc/rtsold_dnssl_cmdinject.rb,exploits,CVE-2025-14558,Excellent,2025-12-16
metasploit-framework/modules/exploits/freebsd/samba/trans2open.rb,exploits,CVE-2003-0201,Great,2003-04-07
metasploit-framework/modules/exploits/freebsd/tacacs/xtacacsd_report.rb,exploits,CVE-2008-7232,Average,2008-01-08
metasploit-framework/modules/exploits/freebsd/telnet/telnet_encrypt_keyid.rb,exploits,CVE-2011-4862,Great,2011-12-23
metasploit-framework/modules/exploits/freebsd/webapp/spamtitan_unauth_rce.rb,exploits,CVE-2020-11698,Normal,2020-04-17
metasploit-framework/modules/exploits/hpux/lpd/cleanup_exec.rb,exploits,CVE-2002-1473,Excellent,2002-08-28
metasploit-framework/modules/exploits/irix/lpd/tagprinter_exec.rb,exploits,CVE-2001-0800,Excellent,2001-09-01
metasploit-framework/modules/exploits/linux/antivirus/escan_password_exec.rb,exploits,CVE-2014-125118,Excellent,2014-04-04
metasploit-framework/modules/exploits/linux/browser/adobe_flashplayer_aslaunch.rb,exploits,CVE-2008-5499,Good,2008-12-17
metasploit-framework/modules/exploits/linux/fileformat/unrar_cve_2022_30333.rb,exploits,CVE-2022-30333,Excellent,2022-06-28
metasploit-framework/modules/exploits/linux/ftp/proftp_sreplace.rb,exploits,CVE-2006-5815,Great,2006-11-26
metasploit-framework/modules/exploits/linux/ftp/proftp_telnet_iac.rb,exploits,CVE-2010-4221,Great,2010-11-01
metasploit-framework/modules/exploits/linux/games/ut2004_secure.rb,exploits,CVE-2004-0608,Good,2004-06-18
metasploit-framework/modules/exploits/linux/http/accellion_fta_getstatus_oauth.rb,exploits,CVE-2015-2857,Excellent,2015-07-10
metasploit-framework/modules/exploits/linux/http/acronis_cyber_infra_cve_2023_45249.rb,exploits,CVE-2023-45249,Excellent,2024-07-24
metasploit-framework/modules/exploits/linux/http/advantech_switch_bash_env_exec.rb,exploits,CVE-2014-6271,Excellent,2015-12-01
metasploit-framework/modules/exploits/linux/http/airties_login_cgi_bof.rb,exploits,CVE-2015-2797,Normal,2015-03-31
metasploit-framework/modules/exploits/linux/http/aitemi_m300_time_rce.rb,exploits,CVE-2025-34152,Good,2025-08-07
metasploit-framework/modules/exploits/linux/http/alcatel_omnipcx_mastercgi_exec.rb,exploits,CVE-2007-3010,Manual,2007-09-09
metasploit-framework/modules/exploits/linux/http/alienvault_exec.rb,exploits,CVE-2016-8582,Excellent,2017-01-31
metasploit-framework/modules/exploits/linux/http/alienvault_sqli_exec.rb,exploits,CVE-2016-8581,Excellent,2014-04-24
metasploit-framework/modules/exploits/linux/http/apache_airflow_dag_rce.rb,exploits,CVE-2020-11978; CVE-2020-13927,Excellent,2020-07-14
metasploit-framework/modules/exploits/linux/http/apache_continuum_cmd_exec.rb,exploits,,Excellent,2016-04-06
metasploit-framework/modules/exploits/linux/http/apache_couchdb_cmd_exec.rb,exploits,CVE-2017-12636; CVE-2017-12635,Excellent,2016-04-06
metasploit-framework/modules/exploits/linux/http/apache_druid_js_rce.rb,exploits,CVE-2021-25646,Excellent,2021-01-21
metasploit-framework/modules/exploits/linux/http/apache_hugegraph_gremlin_rce.rb,exploits,CVE-2024-27348,Excellent,2024-04-22
metasploit-framework/modules/exploits/linux/http/apache_nifi_h2_rce.rb,exploits,CVE-2023-34468,Excellent,2023-06-12
metasploit-framework/modules/exploits/linux/http/apache_ofbiz_deserialization.rb,exploits,CVE-2020-9496; CVE-2023-49070; CVE-2023-51467,Excellent,2020-07-13
metasploit-framework/modules/exploits/linux/http/apache_ofbiz_deserialization_soap.rb,exploits,CVE-2021-26295,Excellent,2021-03-22
metasploit-framework/modules/exploits/linux/http/apache_solr_backup_restore.rb,exploits,CVE-2023-50386,Excellent,2024-02-24
metasploit-framework/modules/exploits/linux/http/apache_spark_rce_cve_2022_33891.rb,exploits,CVE-2022-33891,Excellent,2022-07-18
metasploit-framework/modules/exploits/linux/http/apache_superset_cookie_sig_rce.rb,exploits,CVE-2023-27524; CVE-2023-37941; CVE-2023-39265,Good,2023-09-06
metasploit-framework/modules/exploits/linux/http/appsmith_rce_cve_2024_55964.rb,exploits,CVE-2024-55964,Excellent,2025-03-25
metasploit-framework/modules/exploits/linux/http/artica_proxy_auth_bypass_service_cmds_peform_command_injection.rb,exploits,CVE-2020-17505; CVE-2020-17506,Excellent,2020-08-09
metasploit-framework/modules/exploits/linux/http/artica_proxy_unauth_rce_cve_2024_2054.rb,exploits,CVE-2024-2054,Excellent,2024-03-05
metasploit-framework/modules/exploits/linux/http/astium_sqli_upload.rb,exploits,CVE-2013-10043,Manual,2013-09-17
metasploit-framework/modules/exploits/linux/http/asuswrt_lan_rce.rb,exploits,CVE-2018-5999; CVE-2018-6000,Excellent,2018-01-22
metasploit-framework/modules/exploits/linux/http/atutor_filemanager_traversal.rb,exploits,CVE-2016-2555; CVE-2017-1000002,Excellent,2016-03-01
metasploit-framework/modules/exploits/linux/http/axis_app_install.rb,exploits,,Excellent,2018-04-12
metasploit-framework/modules/exploits/linux/http/axis_srv_parhand_rce.rb,exploits,CVE-2018-10660; CVE-2018-10661; CVE-2018-10662,Excellent,2018-06-18
metasploit-framework/modules/exploits/linux/http/belkin_login_bof.rb,exploits,CVE-2014-1635,Normal,2014-05-09
metasploit-framework/modules/exploits/linux/http/bentoml_rce_cve_2025_27520.rb,exploits,CVE-2025-27520,Excellent,2025-04-04
metasploit-framework/modules/exploits/linux/http/bentoml_runner_server_rce_cve_2025_32375.rb,exploits,CVE-2025-32375,Excellent,2025-04-09
metasploit-framework/modules/exploits/linux/http/beyondtrust_pra_rs_command_injection.rb,exploits,CVE-2026-1731,Excellent,2026-02-06
metasploit-framework/modules/exploits/linux/http/beyondtrust_pra_rs_unauth_rce.rb,exploits,CVE-2024-12356; CVE-2025-1094,Excellent,2024-12-16
metasploit-framework/modules/exploits/linux/http/bitbucket_git_cmd_injection.rb,exploits,CVE-2022-36804,Excellent,2022-08-24
metasploit-framework/modules/exploits/linux/http/bludit_upload_images_exec.rb,exploits,CVE-2019-16113,Excellent,2019-09-07
metasploit-framework/modules/exploits/linux/http/cacti_unauthenticated_cmd_injection.rb,exploits,CVE-2022-46169,Excellent,2022-12-05
metasploit-framework/modules/exploits/linux/http/cayin_cms_ntp.rb,exploits,CVE-2020-7357,Excellent,2020-06-04
metasploit-framework/modules/exploits/linux/http/centreon_auth_rce_cve_2025_5946.rb,exploits,CVE-2025-5946,Excellent,2025-09-24
metasploit-framework/modules/exploits/linux/http/centreon_pollers_auth_rce.rb,exploits,,Excellent,2020-01-27
metasploit-framework/modules/exploits/linux/http/centreon_sqli_exec.rb,exploits,CVE-2014-3828; CVE-2014-3829,Excellent,2014-10-15
metasploit-framework/modules/exploits/linux/http/centreon_useralias_exec.rb,exploits,,Excellent,2016-02-26
metasploit-framework/modules/exploits/linux/http/cfme_manageiq_evm_upload_exec.rb,exploits,CVE-2013-2068,Excellent,Sep 4 2013
metasploit-framework/modules/exploits/linux/http/chamilo_bigupload_webshell.rb,exploits,CVE-2023-4220,Excellent,2023-11-28
metasploit-framework/modules/exploits/linux/http/chamilo_unauth_rce_cve_2023_34960.rb,exploits,CVE-2023-34960,Excellent,2023-06-01
metasploit-framework/modules/exploits/linux/http/chaos_rat_xss_to_rce.rb,exploits,CVE-2024-31839; CVE-2024-30850,Excellent,2024-04-10
metasploit-framework/modules/exploits/linux/http/cisco_asax_sfr_rce.rb,exploits,CVE-2022-20828,Excellent,2022-06-22
metasploit-framework/modules/exploits/linux/http/cisco_firepower_useradd.rb,exploits,CVE-2016-6433,Excellent,2016-10-10
metasploit-framework/modules/exploits/linux/http/cisco_hyperflex_file_upload_rce.rb,exploits,CVE-2021-1499,Excellent,2021-05-05
metasploit-framework/modules/exploits/linux/http/cisco_hyperflex_hx_data_platform_cmd_exec.rb,exploits,CVE-2021-1497; CVE-2021-1498,Excellent,2021-05-05
metasploit-framework/modules/exploits/linux/http/cisco_prime_inf_rce.rb,exploits,CVE-2018-15379,Excellent,2018-10-04
metasploit-framework/modules/exploits/linux/http/cisco_rv32x_rce.rb,exploits,CVE-2019-1653; CVE-2019-1652,Normal,2018-09-09
metasploit-framework/modules/exploits/linux/http/cisco_rv340_lan.rb,exploits,CVE-2022-20705; CVE-2022-20707,Excellent,2021-11-02
metasploit-framework/modules/exploits/linux/http/cisco_rv_series_authbypass_and_rce.rb,exploits,CVE-2021-1472; CVE-2021-1473,Excellent,2021-04-07
metasploit-framework/modules/exploits/linux/http/cisco_ucs_cloupia_script_rce.rb,exploits,CVE-2020-3243; CVE-2020-3250,Excellent,2020-04-15
metasploit-framework/modules/exploits/linux/http/cisco_ucs_rce.rb,exploits,CVE-2019-1937; CVE-2019-1936,Excellent,2019-08-21
metasploit-framework/modules/exploits/linux/http/control_web_panel_api_cmd_exec.rb,exploits,CVE-2025-67888,Excellent,2025-12-16
metasploit-framework/modules/exploits/linux/http/control_web_panel_login_cmd_exec.rb,exploits,CVE-2022-44877,Excellent,2023-01-05
metasploit-framework/modules/exploits/linux/http/cpi_tararchive_upload.rb,exploits,CVE-2019-1821,Excellent,2019-05-15
metasploit-framework/modules/exploits/linux/http/craftcms_ftp_template.rb,exploits,CVE-2024-56145,Excellent,2024-12-19
metasploit-framework/modules/exploits/linux/http/craftcms_preauth_rce_cve_2025_32432.rb,exploits,CVE-2025-32432,Excellent,2025-04-14
metasploit-framework/modules/exploits/linux/http/craftcms_unauth_rce_cve_2023_41892.rb,exploits,CVE-2023-41892,Excellent,2023-09-13
metasploit-framework/modules/exploits/linux/http/crypttech_cryptolog_login_exec.rb,exploits,CVE-2025-34102,Excellent,2017-05-03
metasploit-framework/modules/exploits/linux/http/cve_2019_1663_cisco_rmi_rce.rb,exploits,CVE-2019-1663,Good,2019-02-27
metasploit-framework/modules/exploits/linux/http/dcos_marathon.rb,exploits,CVE-2017-20198,Excellent,2017-03-03
metasploit-framework/modules/exploits/linux/http/ddwrt_cgibin_exec.rb,exploits,CVE-2009-2765,Excellent,2009-07-20
metasploit-framework/modules/exploits/linux/http/denyall_waf_exec.rb,exploits,CVE-2017-14706,Excellent,2017-09-19
metasploit-framework/modules/exploits/linux/http/dlink_authentication_cgi_bof.rb,exploits,CVE-2013-7389,Normal,2013-02-08
metasploit-framework/modules/exploits/linux/http/dlink_command_php_exec_noauth.rb,exploits,CVE-2013-10048,Excellent,2013-02-04
metasploit-framework/modules/exploits/linux/http/dlink_dcs931l_upload.rb,exploits,CVE-2015-2049,Great,2015-02-23
metasploit-framework/modules/exploits/linux/http/dlink_dcs_930l_authenticated_remote_command_execution.rb,exploits,CVE-2016-11021,Excellent,2015-12-20
metasploit-framework/modules/exploits/linux/http/dlink_diagnostic_exec_noauth.rb,exploits,CVE-2014-100005,Excellent,2013-03-05
metasploit-framework/modules/exploits/linux/http/dlink_dir300_exec_telnet.rb,exploits,CVE-2013-10050,Excellent,2013-04-22
metasploit-framework/modules/exploits/linux/http/dlink_dir605l_captcha_bof.rb,exploits,CVE-2012-10021,Manual,2012-10-08
metasploit-framework/modules/exploits/linux/http/dlink_dir615_up_exec.rb,exploits,CVE-2013-10059,Excellent,2013-02-07
metasploit-framework/modules/exploits/linux/http/dlink_dir850l_unauth_exec.rb,exploits,CVE-2019-17508,Excellent,2017-08-09
metasploit-framework/modules/exploits/linux/http/dlink_dsl2750b_exec_noauth.rb,exploits,CVE-2016-20017,Great,2016-02-05
metasploit-framework/modules/exploits/linux/http/dlink_dspw110_cookie_noauth_exec.rb,exploits,CVE-2025-34125,Normal,2015-06-12
metasploit-framework/modules/exploits/linux/http/dlink_dspw215_info_cgi_bof.rb,exploits,CVE-2014-125117,Normal,2014-05-22
metasploit-framework/modules/exploits/linux/http/dlink_dwl_2600_command_injection.rb,exploits,CVE-2019-20499,Excellent,2019-05-15
metasploit-framework/modules/exploits/linux/http/dlink_hedwig_cgi_bof.rb,exploits,CVE-2013-7389,Normal,2013-02-08
metasploit-framework/modules/exploits/linux/http/dlink_hnap_bof.rb,exploits,CVE-2014-3936,Normal,2014-05-15
metasploit-framework/modules/exploits/linux/http/dlink_hnap_header_exec_noauth.rb,exploits,CVE-2015-2051,Normal,2015-02-13
metasploit-framework/modules/exploits/linux/http/dlink_hnap_login_bof.rb,exploits,CVE-2016-6563,Excellent,2016-11-07
metasploit-framework/modules/exploits/linux/http/dlink_upnp_exec_noauth.rb,exploits,CVE-2014-8361,Normal,2013-07-05
metasploit-framework/modules/exploits/linux/http/dnalims_admin_exec.rb,exploits,CVE-2017-6526,Excellent,2017-03-08
metasploit-framework/modules/exploits/linux/http/docker_daemon_tcp.rb,exploits,,Excellent,2017-07-25
metasploit-framework/modules/exploits/linux/http/dolibarr_cmd_exec.rb,exploits,CVE-2012-10059,Excellent,2012-04-06
metasploit-framework/modules/exploits/linux/http/dreambox_openpli_shell.rb,exploits,,Great,2013-02-08
metasploit-framework/modules/exploits/linux/http/dtale_rce_cve_2025_0655.rb,exploits,CVE-2024-3408; CVE-2025-0655,Excellent,2025-02-05
metasploit-framework/modules/exploits/linux/http/efw_chpasswd_exec.rb,exploits,CVE-2015-5082,Excellent,2015-06-28
metasploit-framework/modules/exploits/linux/http/elfinder_archive_cmd_injection.rb,exploits,CVE-2021-32682,Excellent,2021-06-13
metasploit-framework/modules/exploits/linux/http/empire_skywalker.rb,exploits,CVE-2024-6127,Excellent,2016-10-15
metasploit-framework/modules/exploits/linux/http/eramba_rce.rb,exploits,CVE-2023-36255,Excellent,2023-08-01
metasploit-framework/modules/exploits/linux/http/esva_exec.rb,exploits,CVE-2012-10046,Excellent,2012-08-16
metasploit-framework/modules/exploits/linux/http/eyesofnetwork_autodiscovery_rce.rb,exploits,CVE-2020-8654; CVE-2020-8655; CVE-2020-8656; CVE-2020-8657; CVE-2020-9465,Excellent,2020-02-06
metasploit-framework/modules/exploits/linux/http/f5_bigip_tmui_rce_cve_2020_5902.rb,exploits,CVE-2020-5902,Average,2020-06-30
metasploit-framework/modules/exploits/linux/http/f5_bigip_tmui_rce_cve_2023_46747.rb,exploits,CVE-2023-46747,Excellent,2023-10-26
metasploit-framework/modules/exploits/linux/http/f5_icall_cmd.rb,exploits,CVE-2015-3628,Excellent,2015-09-03
metasploit-framework/modules/exploits/linux/http/f5_icontrol_exec.rb,exploits,CVE-2014-2928,Excellent,2013-09-17
metasploit-framework/modules/exploits/linux/http/f5_icontrol_rce.rb,exploits,CVE-2022-1388,Excellent,2022-05-04
metasploit-framework/modules/exploits/linux/http/f5_icontrol_rest_ssrf_rce.rb,exploits,CVE-2021-22986,Excellent,2021-03-10
metasploit-framework/modules/exploits/linux/http/f5_icontrol_rpmspec_rce_cve_2022_41800.rb,exploits,CVE-2022-41800,Excellent,2022-11-16
metasploit-framework/modules/exploits/linux/http/f5_icontrol_soap_csrf_rce_cve_2022_41622.rb,exploits,CVE-2022-41622,Excellent,2022-11-16
metasploit-framework/modules/exploits/linux/http/flir_ax8_unauth_rce_cve_2022_37061.rb,exploits,CVE-2022-37061,Excellent,2022-08-19
metasploit-framework/modules/exploits/linux/http/foreman_openstack_satellite_code_exec.rb,exploits,CVE-2013-2121,Excellent,Jun 6 2013
metasploit-framework/modules/exploits/linux/http/fortinac_keyupload_file_write.rb,exploits,CVE-2022-39952,Excellent,2023-02-16
metasploit-framework/modules/exploits/linux/http/fortinet_authentication_bypass_cve_2022_40684.rb,exploits,CVE-2022-40684,Excellent,2022-10-10
metasploit-framework/modules/exploits/linux/http/fortinet_fortiweb_rce.rb,exploits,CVE-2025-64446; CVE-2025-58034,Excellent,2025-11-14
metasploit-framework/modules/exploits/linux/http/fritzbox_echo_exec.rb,exploits,CVE-2014-9727,Excellent,2014-02-11
metasploit-framework/modules/exploits/linux/http/froxlor_log_path_rce.rb,exploits,CVE-2023-0315,Excellent,2023-01-29
metasploit-framework/modules/exploits/linux/http/geutebruck_cmdinject_cve_2021_335xx.rb,exploits,CVE-2021-33543; CVE-2021-33544; CVE-2021-33548; CVE-2021-33550; CVE-2021-33551; CVE-2021-33552; CVE-2021-33553; CVE-2021-33554,Excellent,2021-07-08
metasploit-framework/modules/exploits/linux/http/geutebruck_instantrec_bof.rb,exploits,CVE-2021-33549,Excellent,2021-07-08
metasploit-framework/modules/exploits/linux/http/geutebruck_testaction_exec.rb,exploits,CVE-2020-16205,Excellent,2020-05-20
metasploit-framework/modules/exploits/linux/http/github_enterprise_secret.rb,exploits,CVE-2017-18365,Excellent,2017-03-15
metasploit-framework/modules/exploits/linux/http/gitlist_exec.rb,exploits,CVE-2014-4511,Excellent,2014-06-30
metasploit-framework/modules/exploits/linux/http/glinet_unauth_rce_cve_2023_50445.rb,exploits,CVE-2023-50445; CVE-2023-50919,Excellent,2023-12-10
metasploit-framework/modules/exploits/linux/http/glpi_htmlawed_php_injection.rb,exploits,CVE-2022-35914,Excellent,2022-01-26
metasploit-framework/modules/exploits/linux/http/goahead_ldpreload.rb,exploits,CVE-2017-17562,Excellent,2017-12-18
metasploit-framework/modules/exploits/linux/http/goautodial_3_rce_command_injection.rb,exploits,CVE-2015-2843; CVE-2015-2845,Excellent,2015-04-21
metasploit-framework/modules/exploits/linux/http/gpsd_format_string.rb,exploits,CVE-2004-1388,Average,2005-05-25
metasploit-framework/modules/exploits/linux/http/grandstream_gxp1600_unauth_rce.rb,exploits,CVE-2026-2329,Great,2026-02-18
metasploit-framework/modules/exploits/linux/http/grandstream_gxv31xx_settimezone_unauth_cmd_exec.rb,exploits,CVE-2019-10655,Great,2016-09-01
metasploit-framework/modules/exploits/linux/http/grandstream_ucm62xx_sendemail_rce.rb,exploits,CVE-2020-5722,Excellent,2020-03-23
metasploit-framework/modules/exploits/linux/http/gravcms_exec.rb,exploits,CVE-2021-21425,Normal,2021-03-29
metasploit-framework/modules/exploits/linux/http/groundwork_monarch_cmd_exec.rb,exploits,CVE-2013-3502,Excellent,2013-03-08
metasploit-framework/modules/exploits/linux/http/h2_webinterface_rce.rb,exploits,CVE-2018-10054,Excellent,2018-04-09
metasploit-framework/modules/exploits/linux/http/hadoop_unauth_exec.rb,exploits,,Excellent,2016-10-19
metasploit-framework/modules/exploits/linux/http/hikvision_cve_2021_36260_blind.rb,exploits,CVE-2021-36260,Excellent,2021-09-18
metasploit-framework/modules/exploits/linux/http/hp_system_management.rb,exploits,,Normal,2012-09-01
metasploit-framework/modules/exploits/linux/http/hp_van_sdn_cmd_inject.rb,exploits,,Excellent,2018-06-25
metasploit-framework/modules/exploits/linux/http/hpe_oneview_rce.rb,exploits,CVE-2025-37164,Excellent,2025-12-16
metasploit-framework/modules/exploits/linux/http/huawei_hg532n_cmdinject.rb,exploits,,Excellent,2017-04-15
metasploit-framework/modules/exploits/linux/http/ibm_drm_rce.rb,exploits,CVE-2020-4427; CVE-2020-4428; CVE-2020-4429,Excellent,2020-04-21
metasploit-framework/modules/exploits/linux/http/ibm_qradar_unauth_rce.rb,exploits,CVE-2016-9722; CVE-2018-1418; CVE-2018-1612,Excellent,2018-05-28
metasploit-framework/modules/exploits/linux/http/ictbroadcast_unauth_cookie.rb,exploits,CVE-2025-2611,Excellent,2025-03-19
metasploit-framework/modules/exploits/linux/http/imperva_securesphere_exec.rb,exploits,CVE-2018-16660,Excellent,2018-10-08
metasploit-framework/modules/exploits/linux/http/invoiceninja_unauth_rce_cve_2024_55555.rb,exploits,CVE-2024-55555,Excellent,2024-12-13
metasploit-framework/modules/exploits/linux/http/invoiceshelf_unauth_rce_cve_2024_55556.rb,exploits,CVE-2024-55556,Excellent,2024-12-13
metasploit-framework/modules/exploits/linux/http/invokeai_rce_cve_2024_12029.rb,exploits,CVE-2024-12029,Excellent,2025-02-07
metasploit-framework/modules/exploits/linux/http/ipfire_bashbug_exec.rb,exploits,CVE-2014-6271,Excellent,2014-09-29
metasploit-framework/modules/exploits/linux/http/ipfire_oinkcode_exec.rb,exploits,CVE-2017-9757,Excellent,2017-06-09
metasploit-framework/modules/exploits/linux/http/ipfire_pakfire_exec.rb,exploits,CVE-2021-33393,Excellent,2021-05-17
metasploit-framework/modules/exploits/linux/http/ipfire_proxy_exec.rb,exploits,CVE-2025-34116,Excellent,2016-05-04
metasploit-framework/modules/exploits/linux/http/ispconfig_lang_edit_php_code_injection.rb,exploits,CVE-2023-46818,Excellent,2023-10-24
metasploit-framework/modules/exploits/linux/http/ivanti_connect_secure_rce_cve_2023_46805.rb,exploits,CVE-2023-46805; CVE-2024-21887,Excellent,2024-01-10
metasploit-framework/modules/exploits/linux/http/ivanti_connect_secure_rce_cve_2024_21893.rb,exploits,CVE-2024-21893; CVE-2023-36661; CVE-2024-21887,Excellent,2024-01-31
metasploit-framework/modules/exploits/linux/http/ivanti_connect_secure_rce_cve_2024_37404.rb,exploits,CVE-2024-37404,Excellent,2024-10-08
metasploit-framework/modules/exploits/linux/http/ivanti_connect_secure_stack_overflow_rce_cve_2025_22457.rb,exploits,CVE-2025-22457,Great,2025-04-03
metasploit-framework/modules/exploits/linux/http/ivanti_csa_unauth_rce_cve_2021_44529.rb,exploits,CVE-2021-44529,Excellent,2021-12-02
metasploit-framework/modules/exploits/linux/http/ivanti_epmm_rce.rb,exploits,CVE-2026-1281; CVE-2026-1340,Excellent,2026-01-29
metasploit-framework/modules/exploits/linux/http/ivanti_sentry_misc_log_service.rb,exploits,CVE-2023-38035,Excellent,2023-08-21
metasploit-framework/modules/exploits/linux/http/jenkins_cli_deserialization.rb,exploits,CVE-2017-1000353,Excellent,2017-04-26
metasploit-framework/modules/exploits/linux/http/judge0_sandbox_escape_cve_2024_28189.rb,exploits,CVE-2024-28185; CVE-2024-28189,Excellent,2024-03-04
metasploit-framework/modules/exploits/linux/http/kafka_ui_unauth_rce_cve_2023_52251.rb,exploits,CVE-2023-52251,Excellent,2023-09-27
metasploit-framework/modules/exploits/linux/http/kaltura_unserialize_cookie_rce.rb,exploits,CVE-2017-14143,Excellent,2017-09-12
metasploit-framework/modules/exploits/linux/http/kaltura_unserialize_rce.rb,exploits,CVE-2016-15044,Excellent,2016-03-15
metasploit-framework/modules/exploits/linux/http/kibana_timelion_prototype_pollution_rce.rb,exploits,CVE-2019-7609,Manual,2019-10-30
metasploit-framework/modules/exploits/linux/http/kibana_upgrade_assistant_telemetry_rce.rb,exploits,CVE-2020-7012,Manual,2020-04-17
metasploit-framework/modules/exploits/linux/http/klog_server_authenticate_user_unauth_command_injection.rb,exploits,CVE-2020-35729,Excellent,2020-12-27
metasploit-framework/modules/exploits/linux/http/kloxo_sqli.rb,exploits,CVE-2014-125123,Manual,2014-01-28
metasploit-framework/modules/exploits/linux/http/lexmark_faxtrace_settings.rb,exploits,CVE-2023-26068,Excellent,2023-03-13
metasploit-framework/modules/exploits/linux/http/librenms_addhost_cmd_inject.rb,exploits,CVE-2018-20434,Excellent,2018-12-16
metasploit-framework/modules/exploits/linux/http/librenms_authenticated_rce_cve_2024_51092.rb,exploits,CVE-2024-51092,Excellent,2024-11-15
metasploit-framework/modules/exploits/linux/http/librenms_collectd_cmd_inject.rb,exploits,CVE-2019-10669,Excellent,2019-07-15
metasploit-framework/modules/exploits/linux/http/lifesize_uvc_ping_rce.rb,exploits,,Excellent,2014-03-21
metasploit-framework/modules/exploits/linux/http/linear_emerge_unauth_rce_cve_2019_7256.rb,exploits,CVE-2019-7256,Excellent,2019-10-29
metasploit-framework/modules/exploits/linux/http/linksys_apply_cgi.rb,exploits,CVE-2005-2799,Great,2005-09-13
metasploit-framework/modules/exploits/linux/http/linksys_e1500_apply_exec.rb,exploits,CVE-2018-3953,Excellent,2013-02-05
metasploit-framework/modules/exploits/linux/http/linksys_themoon_exec.rb,exploits,CVE-2025-34037,Excellent,2014-02-13
metasploit-framework/modules/exploits/linux/http/linksys_wrt110_cmd_exec.rb,exploits,CVE-2013-3568,Excellent,2013-07-12
